texte,quantity_kg,article_context,machine_context
Ingrédient : Matière première fibreuse ligne carton — Sotipapier — ligne papier,93.29,,
Ingrédient : Mélange déchets de papier et pulp,352.324,,
Ingrédient : Mélange déchets de papier et pulp (kg/t),175.025,,
Ingrédient : Mélange déchets de papier et pulp kg/t papier,195.478,,
Ingrédient : Mélange déchets de papier et pulp machine PM,96.311,,
Ingrédient : Mélange déchets de papier et pulp ratio,176.558,,
Ingrédient : Mélange déchets de papier et pulp tour formation,460.223,,
Ingrédient : Mélange déchets de papier et pulp wet end,9.255,,
Ingrédient : Mélange déchets de papier et pulp — ligne papier,450.64,,
Ingrédient : Mélange déchets de papier et pulp — Sotipapier,431.911,,
Ingrédient : Mélange déchets de papier et pulp — Sotipapier (kg/t),1.01,,
Ingrédient : Mélange déchets de papier et pulp — Sotipapier kg/t papier,446.488,,
Ingrédient : Mélange déchets de papier et pulp — Sotipapier machine PM,275.264,,
Ingrédient : Mélange déchets de papier et pulp — Sotipapier ratio,189.189,,
Ingrédient : Mélange déchets de papier et pulp — Sotipapier tour formation,203.725,,
Ingrédient : Mélange déchets de papier et pulp — Sotipapier wet end,237.739,,
Ingrédient : Mélange déchets de papier et pulp — Sotipapier — ligne papier,387.055,,
Ingrédient : Mélange papier de récupération et pulp,335.958,,
Ingrédient : Mélange papier de récupération et pulp (kg/t),309.926,,
Ingrédient : Mélange papier de récupération et pulp kg/t papier,53.309,,
Ingrédient : Mélange papier de récupération et pulp machine PM,181.035,,
Ingrédient : Mélange papier de récupération et pulp ratio,379.146,,
Ingrédient : Mélange papier de récupération et pulp tour formation,374.079,,
Ingrédient : Mélange papier de récupération et pulp wet end,124.091,,
Ingrédient : Mélange papier de récupération et pulp — ligne papier,437.298,,
Ingrédient : Mélange papier de récupération et pulp — Sotipapier,21.014,,
Ingrédient : Mélange papier de récupération et pulp — Sotipapier (kg/t),150.193,,
Ingrédient : Mélange papier de récupération et pulp — Sotipapier kg/t papier,309.601,,
Ingrédient : Mélange papier de récupération et pulp — Sotipapier machine PM,55.438,,
Ingrédient : Mélange papier de récupération et pulp — Sotipapier ratio,156.857,,
Ingrédient : Mélange papier de récupération et pulp — Sotipapier tour formation,164.713,,
Ingrédient : Mélange papier de récupération et pulp — Sotipapier wet end,256.302,,
Ingrédient : Mélange papier de récupération et pulp — Sotipapier — ligne papier,175.846,,
Ingrédient : Mélange waste paper et pulp,325.194,,
Ingrédient : Mélange waste paper et pulp (kg/t),1.874,,
Ingrédient : Mélange waste paper et pulp kg/t papier,395.51,,
Ingrédient : Mélange waste paper et pulp machine PM,107.954,,
Ingrédient : Mélange waste paper et pulp ratio,217.427,,
Ingrédient : Mélange waste paper et pulp tour formation,191.866,,
Ingrédient : Mélange waste paper et pulp wet end,426.22,,
Ingrédient : Mélange waste paper et pulp — ligne papier,27.38,,
Ingrédient : Mélange waste paper et pulp — Sotipapier,197.537,,
Ingrédient : Mélange waste paper et pulp — Sotipapier (kg/t),183.718,,
Ingrédient : Mélange waste paper et pulp — Sotipapier kg/t papier,206.823,,
Ingrédient : Mélange waste paper et pulp — Sotipapier machine PM,376.912,,
Ingrédient : Mélange waste paper et pulp — Sotipapier ratio,229.746,,
Ingrédient : Mélange waste paper et pulp — Sotipapier tour formation,334.401,,
Ingrédient : Mélange waste paper et pulp — Sotipapier wet end,172.854,,
Ingrédient : Mélange waste paper et pulp — Sotipapier — ligne papier,313.572,,
Ingrédient : papier de récupération Ratio,42.968,,
Ingrédient : papier de récupération Ratio (kg/t),190.701,,
Ingrédient : papier de récupération Ratio kg/t papier,126.774,,
Ingrédient : papier de récupération Ratio machine PM,431.27,,
Ingrédient : papier de récupération ratio masse,485.651,,
Ingrédient : papier de récupération ratio masse (kg/t),209.512,,
Ingrédient : papier de récupération ratio masse kg/t papier,127.326,,
Ingrédient : papier de récupération ratio masse machine PM,19.142,,
Ingrédient : papier de récupération ratio masse ratio,37.009,,
Ingrédient : papier de récupération ratio masse tour formation,236.919,,
Ingrédient : papier de récupération ratio masse wet end,383.175,,
Ingrédient : papier de récupération ratio masse — ligne papier,452.361,,
Ingrédient : papier de récupération Ratio ratio,205.642,,
Ingrédient : papier de récupération Ratio tour formation,146.454,,
Ingrédient : papier de récupération Ratio wet end,267.17,,
Ingrédient : papier de récupération Ratio — ligne papier,363.93,,
Ingrédient : Pulp Ratio,151.961,,
Ingrédient : Pulp Ratio (kg/t),449.842,,
Ingrédient : Pulp Ratio kg/t papier,14.618,,
Ingrédient : Pulp ratio Kraft pour sacs,28.825,,
Ingrédient : Pulp ratio Kraft pour sacs (kg/t),164.364,,
Ingrédient : Pulp ratio Kraft pour sacs kg/t papier,364.489,,
Ingrédient : Pulp ratio Kraft pour sacs machine PM,204.093,,
Ingrédient : Pulp ratio Kraft pour sacs ratio,162.626,,
Ingrédient : Pulp ratio Kraft pour sacs tour formation,234.362,,
Ingrédient : Pulp ratio Kraft pour sacs wet end,292.428,,
Ingrédient : Pulp ratio Kraft pour sacs — ligne papier,190.925,,
Ingrédient : Pulp Ratio machine PM,260.494,,
Ingrédient : Pulp Ratio ratio,459.825,,
Ingrédient : Pulp Ratio tour formation,81.069,,
Ingrédient : Pulp Ratio wet end,422.093,,
Ingrédient : Pulp Ratio — ligne papier,282.91,,
Ingrédient : pâte flocon apport résistance,274.535,,
Ingrédient : pâte flocon apport résistance (kg/t),215.355,,
Ingrédient : pâte flocon apport résistance kg/t papier,183.147,,
Ingrédient : pâte flocon apport résistance machine PM,78.518,,
Ingrédient : pâte flocon apport résistance ratio,381.653,,
Ingrédient : pâte flocon apport résistance tour formation,202.309,,
Ingrédient : pâte flocon apport résistance wet end,428.66,,
Ingrédient : pâte flocon apport résistance — ligne papier,297.086,,
Ingrédient : pâte flocon ratio,12.791,,
Ingrédient : pâte flocon ratio (kg/t),237.029,,
Ingrédient : pâte flocon ratio kg/t papier,423.212,,
Ingrédient : pâte flocon ratio machine PM,293.273,,
Ingrédient : pâte flocon ratio ratio,149.519,,
Ingrédient : pâte flocon ratio tour formation,341.599,,
Ingrédient : pâte flocon ratio wet end,298.443,,
Ingrédient : pâte flocon ratio — ligne papier,446.033,,
Ingrédient : pâte standard fibre vierge,17.233,,
Ingrédient : pâte standard fibre vierge (kg/t),495.775,,
Ingrédient : pâte standard fibre vierge kg/t papier,389.24,,
Ingrédient : pâte standard fibre vierge machine PM,303.586,,
Ingrédient : pâte standard fibre vierge ratio,353.573,,
Ingrédient : pâte standard fibre vierge tour formation,219.285,,
Ingrédient : pâte standard fibre vierge wet end,48.395,,
Ingrédient : pâte standard fibre vierge — ligne papier,27.011,,
Ingrédient : pâte standard ratio,240.852,,
Ingrédient : pâte standard ratio (kg/t),51.923,,
Ingrédient : pâte standard ratio kg/t papier,229.335,,
Ingrédient : pâte standard ratio machine PM,456.786,,
Ingrédient : pâte standard ratio ratio,167.149,,
Ingrédient : pâte standard ratio tour formation,12.947,,
Ingrédient : pâte standard ratio wet end,54.669,,
Ingrédient : pâte standard ratio — ligne papier,110.254,,
Ingrédient : ratio fibre,68.558,,
Ingrédient : ratio fibre (kg/t),247.441,,
Ingrédient : Ratio fibre / déchets papier process,80.66,,
Ingrédient : Ratio fibre / déchets papier process (kg/t),320.783,,
Ingrédient : Ratio fibre / déchets papier process kg/t papier,184.608,,
Ingrédient : Ratio fibre / déchets papier process machine PM,202.622,,
Ingrédient : Ratio fibre / déchets papier process ratio,164.455,,
Ingrédient : Ratio fibre / déchets papier process tour formation,156.554,,
Ingrédient : Ratio fibre / déchets papier process wet end,303.85,,
Ingrédient : Ratio fibre / déchets papier process — ligne papier,362.191,,
Ingrédient : Ratio fibre déchets papier,113.056,,
Ingrédient : Ratio fibre déchets papier (kg/t),195.085,,
Ingrédient : Ratio fibre déchets papier kg/t papier,383.775,,
Ingrédient : Ratio fibre déchets papier machine PM,220.462,,
Ingrédient : Ratio fibre déchets papier ratio,135.872,,
Ingrédient : Ratio fibre déchets papier tour formation,125.602,,
Ingrédient : Ratio fibre déchets papier wet end,452.691,,
Ingrédient : Ratio fibre déchets papier — ligne papier,160.286,,
Ingrédient : ratio fibre global 1.1,85.54,,
Ingrédient : ratio fibre global 1.1 (kg/t),188.255,,
Ingrédient : ratio fibre global 1.1 kg/t papier,235.624,,
Ingrédient : ratio fibre global 1.1 machine PM,409.222,,
Ingrédient : ratio fibre global 1.1 ratio,122.122,,
Ingrédient : ratio fibre global 1.1 tour formation,173.93,,
Ingrédient : ratio fibre global 1.1 wet end,495.426,,
Ingrédient : ratio fibre global 1.1 — ligne papier,92.468,,
Ingrédient : ratio fibre kg/t papier,299.785,,
Ingrédient : ratio fibre machine PM,339.266,,
Ingrédient : ratio fibre ratio,443.639,,
Ingrédient : ratio fibre tour formation,220.48,,
Ingrédient : ratio fibre wet end,257.96,,
Ingrédient : ratio fibre — Cannelure Fluting,143.431,,
Ingrédient : ratio fibre — Cannelure Fluting (kg/t),243.234,,
Ingrédient : ratio fibre — Cannelure Fluting kg/t papier,405.728,,
Ingrédient : ratio fibre — Cannelure Fluting machine PM,336.446,,
Ingrédient : ratio fibre — Cannelure Fluting ratio,384.735,,
Ingrédient : ratio fibre — Cannelure Fluting tour formation,462.16,,
Ingrédient : ratio fibre — Cannelure Fluting wet end,124.261,,
Ingrédient : ratio fibre — Cannelure Fluting — ligne papier,6.618,,
Ingrédient : ratio fibre — ligne papier,482.192,,
Ingrédient : ratio pâte,130.426,,
Ingrédient : ratio pâte (kg/t),207.224,,
Ingrédient : ratio pâte kg/t papier,491.228,,
Ingrédient : ratio pâte Kraft pour sacs,495.698,,
Ingrédient : ratio pâte Kraft pour sacs (kg/t),201.922,,
Ingrédient : ratio pâte Kraft pour sacs kg/t papier,330.491,,
Ingrédient : ratio pâte Kraft pour sacs machine PM,233.19,,
Ingrédient : ratio pâte Kraft pour sacs ratio,446.75,,
Ingrédient : ratio pâte Kraft pour sacs tour formation,124.908,,
Ingrédient : ratio pâte Kraft pour sacs wet end,490.859,,
Ingrédient : ratio pâte Kraft pour sacs — ligne papier,267.01,,
Ingrédient : ratio pâte machine PM,291.411,,
Ingrédient : ratio pâte ratio,325.255,,
Ingrédient : ratio pâte tour formation,451.726,,
Ingrédient : ratio pâte wet end,292.121,,
Ingrédient : ratio pâte — ligne papier,181.282,,
Ingrédient : Standard pulp fibre vierge,259.191,,
Ingrédient : Standard pulp fibre vierge (kg/t),91.434,,
Ingrédient : Standard pulp fibre vierge kg/t papier,457.671,,
Ingrédient : Standard pulp fibre vierge machine PM,457.369,,
Ingrédient : Standard pulp fibre vierge ratio,96.361,,
Ingrédient : Standard pulp fibre vierge tour formation,121.349,,
Ingrédient : Standard pulp fibre vierge wet end,12.481,,
Ingrédient : Standard pulp fibre vierge — ligne papier,451.519,,
Ingrédient : Standard Pulp ratio,152.455,,
Ingrédient : Standard Pulp ratio (kg/t),396.36,,
Ingrédient : Standard Pulp ratio kg/t papier,465.788,,
Ingrédient : Standard Pulp ratio machine PM,411.134,,
Ingrédient : Standard Pulp ratio ratio,296.659,,
Ingrédient : Standard Pulp ratio tour formation,168.52,,
Ingrédient : Standard Pulp ratio wet end,442.518,,
Ingrédient : Standard Pulp ratio — ligne papier,487.474,,
Ingrédient : Standard ratio pâte,176.652,,
Ingrédient : Standard ratio pâte (kg/t),221.161,,
Ingrédient : Standard ratio pâte kg/t papier,88.99,,
Ingrédient : Standard ratio pâte machine PM,176.322,,
Ingrédient : Standard ratio pâte ratio,82.846,,
Ingrédient : Standard ratio pâte tour formation,370.106,,
Ingrédient : Standard ratio pâte wet end,395.51,,
Ingrédient : Standard ratio pâte — ligne papier,74.935,,
Ingrédient : waste paper Ratio,263.105,,
Ingrédient : waste paper Ratio (kg/t),258.745,,
Ingrédient : waste paper Ratio kg/t papier,277.303,,
Ingrédient : waste paper Ratio machine PM,109.931,,
Ingrédient : Waste paper ratio masse,177.876,,
Ingrédient : Waste paper ratio masse (kg/t),382.451,,
Ingrédient : Waste paper ratio masse kg/t papier,420.985,,
Ingrédient : Waste paper ratio masse machine PM,498.324,,
Ingrédient : Waste paper ratio masse ratio,170.395,,
Ingrédient : Waste paper ratio masse tour formation,416.493,,
Ingrédient : Waste paper ratio masse wet end,171.266,,
Ingrédient : Waste paper ratio masse — ligne papier,147.025,,
Ingrédient : waste paper Ratio ratio,346.662,,
Ingrédient : waste paper Ratio tour formation,213.169,,
Ingrédient : waste paper Ratio wet end,131.104,,
Ingrédient : waste paper Ratio — ligne papier,303.336,,
Kraft pour sacs / Kraft_PM2 : Fiber ratio,456.28,,
Kraft pour sacs / Kraft_PM2 : Flocon pulp ratio,292.961,,
Kraft pour sacs / Kraft_PM2 : Pulp Ratio,472.882,,
Kraft pour sacs / Kraft_PM2 : Standard Pulp ratio,243.572,,
Kraft pour sacs / Kraft_PM2 : waste paper Ratio,42.904,,
Matière première fibreuse ligne carton,376.806,,
Matière première fibreuse ligne carton (kg/t),448.148,,
Matière première fibreuse ligne carton kg/t papier,246.061,,
Matière première fibreuse ligne carton machine PM,218.173,,
Matière première fibreuse ligne carton ratio,390.867,,
Matière première fibreuse ligne carton tour formation,334.569,,
Matière première fibreuse ligne carton wet end,147.436,,
Matière première fibreuse ligne carton — ligne papier,207.48,,
Matière première fibreuse ligne carton — Sotipapier,103.237,,
Matière première fibreuse ligne carton — Sotipapier (kg/t),215.648,,
Matière première fibreuse ligne carton — Sotipapier kg/t papier,70.934,,
Matière première fibreuse ligne carton — Sotipapier machine PM,141.747,,
Matière première fibreuse ligne carton — Sotipapier ratio,54.363,,
Matière première fibreuse ligne carton — Sotipapier tour formation,65.223,,
Matière première fibreuse ligne carton — Sotipapier wet end,313.148,,
Matière première fibreuse ligne carton — Sotipapier — ligne papier,165.138,,
Mélange déchets de papier et pulp,240.629,,
Mélange déchets de papier et pulp (kg/t),470.589,,
Mélange déchets de papier et pulp kg/t papier,360.524,,
Mélange déchets de papier et pulp machine PM,99.068,,
Mélange déchets de papier et pulp ratio,368.324,,
Mélange déchets de papier et pulp tour formation,398.082,,
Mélange déchets de papier et pulp wet end,358.935,,
Mélange déchets de papier et pulp — ligne papier,388.625,,
Mélange déchets de papier et pulp — Sotipapier,24.647,,
Mélange déchets de papier et pulp — Sotipapier (kg/t),205.559,,
Mélange déchets de papier et pulp — Sotipapier kg/t papier,139.274,,
Mélange déchets de papier et pulp — Sotipapier machine PM,379.666,,
Mélange déchets de papier et pulp — Sotipapier ratio,46.821,,
Mélange déchets de papier et pulp — Sotipapier tour formation,496.202,,
Mélange déchets de papier et pulp — Sotipapier wet end,295.46,,
Mélange déchets de papier et pulp — Sotipapier — ligne papier,332.356,,
Mélange papier de récupération et pulp,234.067,,
Mélange papier de récupération et pulp (kg/t),193.929,,
Mélange papier de récupération et pulp kg/t papier,303.94,,
Mélange papier de récupération et pulp machine PM,317.18,,
Mélange papier de récupération et pulp ratio,148.052,,
Mélange papier de récupération et pulp tour formation,65.215,,
Mélange papier de récupération et pulp wet end,403.863,,
Mélange papier de récupération et pulp — ligne papier,46.915,,
Mélange papier de récupération et pulp — Sotipapier,328.155,,
Mélange papier de récupération et pulp — Sotipapier (kg/t),311.86,,
Mélange papier de récupération et pulp — Sotipapier kg/t papier,472.68,,
Mélange papier de récupération et pulp — Sotipapier machine PM,258.728,,
Mélange papier de récupération et pulp — Sotipapier ratio,176.012,,
Mélange papier de récupération et pulp — Sotipapier tour formation,345.175,,
Mélange papier de récupération et pulp — Sotipapier wet end,431.945,,
Mélange papier de récupération et pulp — Sotipapier — ligne papier,395.024,,
Mélange waste paper et pulp,387.558,,
Mélange waste paper et pulp (kg/t),491.452,,
Mélange waste paper et pulp kg/t papier,286.821,,
Mélange waste paper et pulp machine PM,363.78,,
Mélange waste paper et pulp ratio,98.877,,
Mélange waste paper et pulp tour formation,206.826,,
Mélange waste paper et pulp wet end,38.759,,
Mélange waste paper et pulp — ligne papier,141.778,,
Mélange waste paper et pulp — Sotipapier,12.807,,
Mélange waste paper et pulp — Sotipapier (kg/t),259.61,,
Mélange waste paper et pulp — Sotipapier kg/t papier,36.467,,
Mélange waste paper et pulp — Sotipapier machine PM,128.065,,
Mélange waste paper et pulp — Sotipapier ratio,341.874,,
Mélange waste paper et pulp — Sotipapier tour formation,28.536,,
Mélange waste paper et pulp — Sotipapier wet end,177.751,,
Mélange waste paper et pulp — Sotipapier — ligne papier,396.476,,
papier de récupération Ratio,253.213,,
papier de récupération Ratio (kg/t),269.342,,
papier de récupération Ratio kg/t papier,144.799,,
papier de récupération Ratio machine PM,149.138,,
papier de récupération ratio masse,42.675,,
papier de récupération ratio masse (kg/t),111.838,,
papier de récupération ratio masse kg/t papier,461.329,,
papier de récupération ratio masse machine PM,206.576,,
papier de récupération ratio masse ratio,151.674,,
papier de récupération ratio masse tour formation,412.732,,
papier de récupération ratio masse wet end,23.348,,
papier de récupération ratio masse — ligne papier,280.046,,
papier de récupération Ratio ratio,355.221,,
papier de récupération Ratio tour formation,187.178,,
papier de récupération Ratio wet end,192.893,,
papier de récupération Ratio — ligne papier,495.718,,
Pulp Ratio,16.337,,
Pulp Ratio (kg/t),55.665,,
Pulp Ratio (Kraft pour sacs / Kraft_PM2),240.929,,
Pulp Ratio kg/t papier,471.409,,
Pulp ratio Kraft pour sacs,396.064,,
Pulp ratio Kraft pour sacs (kg/t),229.155,,
Pulp ratio Kraft pour sacs kg/t papier,229.567,,
Pulp ratio Kraft pour sacs machine PM,58.972,,
Pulp ratio Kraft pour sacs ratio,310.695,,
Pulp ratio Kraft pour sacs tour formation,390.72,,
Pulp ratio Kraft pour sacs wet end,62.697,,
Pulp ratio Kraft pour sacs — ligne papier,166.394,,
Pulp Ratio machine PM,183.621,,
Pulp Ratio ratio,493.298,,
Pulp Ratio tour formation,469.13,,
Pulp Ratio wet end,59.321,,
Pulp Ratio — Kraft pour sacs / Kraft_PM2,130.151,,
Pulp Ratio — ligne papier,225.734,,
pâte flocon apport résistance,297.326,,
pâte flocon apport résistance (kg/t),454.672,,
pâte flocon apport résistance kg/t papier,11.052,,
pâte flocon apport résistance machine PM,131.563,,
pâte flocon apport résistance ratio,447.186,,
pâte flocon apport résistance tour formation,308.022,,
pâte flocon apport résistance wet end,175.07,,
pâte flocon apport résistance — ligne papier,24.651,,
pâte flocon ratio,409.634,,
pâte flocon ratio (kg/t),112.116,,
pâte flocon ratio kg/t papier,345.136,,
pâte flocon ratio machine PM,402.082,,
pâte flocon ratio ratio,188.002,,
pâte flocon ratio tour formation,193.141,,
pâte flocon ratio wet end,318.198,,
pâte flocon ratio — ligne papier,220.654,,
pâte standard fibre vierge,381.455,,
pâte standard fibre vierge (kg/t),484.572,,
pâte standard fibre vierge kg/t papier,17.281,,
pâte standard fibre vierge machine PM,75.766,,
pâte standard fibre vierge ratio,47.03,,
pâte standard fibre vierge tour formation,26.46,,
pâte standard fibre vierge wet end,33.274,,
pâte standard fibre vierge — ligne papier,333.222,,
pâte standard ratio,228.54,,
pâte standard ratio (kg/t),445.53,,
pâte standard ratio kg/t papier,295.227,,
pâte standard ratio machine PM,307.433,,
pâte standard ratio ratio,257.935,,
pâte standard ratio tour formation,42.185,,
pâte standard ratio wet end,157.984,,
pâte standard ratio — ligne papier,354.12,,
ratio fibre,276.618,,
ratio fibre (kg/t),127.067,,
Ratio fibre / déchets papier process,77.369,,
Ratio fibre / déchets papier process (kg/t),399.862,,
Ratio fibre / déchets papier process kg/t papier,442.502,,
Ratio fibre / déchets papier process machine PM,329.391,,
Ratio fibre / déchets papier process ratio,430.107,,
Ratio fibre / déchets papier process tour formation,436.827,,
Ratio fibre / déchets papier process wet end,102.532,,
Ratio fibre / déchets papier process — ligne papier,142.535,,
Ratio fibre déchets papier,496.294,,
Ratio fibre déchets papier (kg/t),462.668,,
Ratio fibre déchets papier kg/t papier,363.234,,
Ratio fibre déchets papier machine PM,254.535,,
Ratio fibre déchets papier ratio,425.695,,
Ratio fibre déchets papier tour formation,143.014,,
Ratio fibre déchets papier wet end,419.13,,
Ratio fibre déchets papier — ligne papier,97.717,,
ratio fibre global 1.1,224.892,,
ratio fibre global 1.1 (kg/t),369.394,,
ratio fibre global 1.1 kg/t papier,353.844,,
ratio fibre global 1.1 machine PM,276.494,,
ratio fibre global 1.1 ratio,185.179,,
ratio fibre global 1.1 tour formation,268.854,,
ratio fibre global 1.1 wet end,13.105,,
ratio fibre global 1.1 — ligne papier,118.585,,
ratio fibre kg/t papier,118.382,,
ratio fibre machine PM,430.22,,
ratio fibre ratio,182.026,,
ratio fibre tour formation,179.448,,
ratio fibre wet end,490.902,,
ratio fibre — Cannelure Fluting,279.21,,
ratio fibre — Cannelure Fluting (kg/t),236.295,,
ratio fibre — Cannelure Fluting kg/t papier,463.184,,
ratio fibre — Cannelure Fluting machine PM,436.547,,
ratio fibre — Cannelure Fluting ratio,225.144,,
ratio fibre — Cannelure Fluting tour formation,449.977,,
ratio fibre — Cannelure Fluting wet end,52.704,,
ratio fibre — Cannelure Fluting — ligne papier,206.071,,
ratio fibre — ligne papier,140.931,,
ratio pâte,162.837,,
ratio pâte (kg/t),343.39,,
ratio pâte kg/t papier,296.082,,
ratio pâte Kraft pour sacs,253.423,,
ratio pâte Kraft pour sacs (kg/t),487.737,,
ratio pâte Kraft pour sacs kg/t papier,256.94,,
ratio pâte Kraft pour sacs machine PM,482.714,,
ratio pâte Kraft pour sacs ratio,127.266,,
ratio pâte Kraft pour sacs tour formation,56.14,,
ratio pâte Kraft pour sacs wet end,277.993,,
ratio pâte Kraft pour sacs — ligne papier,79.254,,
ratio pâte machine PM,183.104,,
ratio pâte ratio,168.755,,
ratio pâte tour formation,158.517,,
ratio pâte wet end,381.294,,
ratio pâte — ligne papier,313.912,,
Réf. recette — Apport pâte standard et flocon,111.042,,
Réf. recette — Apport pâte standard et flocon (kg/t),485.387,,
Réf. recette — Apport pâte standard et flocon kg/t papier,276.326,,
Réf. recette — Apport pâte standard et flocon machine PM,251.502,,
Réf. recette — Apport pâte standard et flocon ratio,276.052,,
Réf. recette — Apport pâte standard et flocon tour formation,19.375,,
Réf. recette — Apport pâte standard et flocon wet end,116.746,,
Réf. recette — Apport pâte standard et flocon — ligne papier,145.389,,
Réf. recette — Apport standard pulp et flocon,472.542,,
Réf. recette — Apport standard pulp et flocon (kg/t),490.312,,
Réf. recette — Apport standard pulp et flocon kg/t papier,102.084,,
Réf. recette — Apport standard pulp et flocon machine PM,47.843,,
Réf. recette — Apport standard pulp et flocon ratio,59.51,,
Réf. recette — Apport standard pulp et flocon tour formation,127.575,,
Réf. recette — Apport standard pulp et flocon wet end,34.398,,
Réf. recette — Apport standard pulp et flocon — ligne papier,158.783,,
Réf. recette — Article carton : déchets de papier ratio masse,290.206,,
Réf. recette — Article carton : déchets de papier ratio masse (kg/t),184.433,,
Réf. recette — Article carton : déchets de papier ratio masse kg/t papier,153.113,,
Réf. recette — Article carton : déchets de papier ratio masse machine PM,150.346,,
Réf. recette — Article carton : déchets de papier ratio masse ratio,221.253,,
Réf. recette — Article carton : déchets de papier ratio masse tour formation,194.063,,
Réf. recette — Article carton : déchets de papier ratio masse wet end,478.676,,
Réf. recette — Article carton : déchets de papier ratio masse — ligne papier,280.495,,
Réf. recette — Article carton : papier de récupération ratio masse,45.033,,
Réf. recette — Article carton : papier de récupération ratio masse (kg/t),332.682,,
Réf. recette — Article carton : papier de récupération ratio masse kg/t papier,326.818,,
Réf. recette — Article carton : papier de récupération ratio masse machine PM,439.421,,
Réf. recette — Article carton : papier de récupération ratio masse ratio,488.483,,
Réf. recette — Article carton : papier de récupération ratio masse tour formation,113.98,,
Réf. recette — Article carton : papier de récupération ratio masse wet end,283.514,,
Réf. recette — Article carton : papier de récupération ratio masse — ligne papier,418.205,,
Réf. recette — Article carton : pâte standard fibre vierge,155.593,,
Réf. recette — Article carton : pâte standard fibre vierge (kg/t),44.94,,
Réf. recette — Article carton : pâte standard fibre vierge kg/t papier,421.351,,
Réf. recette — Article carton : pâte standard fibre vierge machine PM,80.119,,
Réf. recette — Article carton : pâte standard fibre vierge ratio,276.788,,
Réf. recette — Article carton : pâte standard fibre vierge tour formation,244.136,,
Réf. recette — Article carton : pâte standard fibre vierge wet end,278.254,,
Réf. recette — Article carton : pâte standard fibre vierge — ligne papier,49.18,,
Réf. recette — Article carton : Standard pulp fibre vierge,358.108,,
Réf. recette — Article carton : Standard pulp fibre vierge (kg/t),170.5,,
Réf. recette — Article carton : Standard pulp fibre vierge kg/t papier,398.573,,
Réf. recette — Article carton : Standard pulp fibre vierge machine PM,277.906,,
Réf. recette — Article carton : Standard pulp fibre vierge ratio,7.477,,
Réf. recette — Article carton : Standard pulp fibre vierge tour formation,128.986,,
Réf. recette — Article carton : Standard pulp fibre vierge wet end,436.536,,
Réf. recette — Article carton : Standard pulp fibre vierge — ligne papier,340.486,,
Réf. recette — Article carton : Waste paper ratio masse,13.102,,
Réf. recette — Article carton : Waste paper ratio masse (kg/t),172.584,,
Réf. recette — Article carton : Waste paper ratio masse kg/t papier,268.123,,
Réf. recette — Article carton : Waste paper ratio masse machine PM,92.14,,
Réf. recette — Article carton : Waste paper ratio masse ratio,208.799,,
Réf. recette — Article carton : Waste paper ratio masse tour formation,318.878,,
Réf. recette — Article carton : Waste paper ratio masse wet end,81.723,,
Réf. recette — Article carton : Waste paper ratio masse — ligne papier,141.526,,
Réf. recette — déchets de papier Ratio,237.687,,
Réf. recette — déchets de papier Ratio (kg/t),487.915,,
Réf. recette — déchets de papier Ratio kg/t papier,224.678,,
Réf. recette — déchets de papier Ratio machine PM,338.352,,
Réf. recette — déchets de papier ratio masse,181.156,,
Réf. recette — déchets de papier ratio masse (kg/t),403.327,,
Réf. recette — déchets de papier ratio masse kg/t papier,1.03,,
Réf. recette — déchets de papier ratio masse machine PM,266.364,,
Réf. recette — déchets de papier ratio masse ratio,255.076,,
Réf. recette — déchets de papier ratio masse tour formation,54.054,,
Réf. recette — déchets de papier ratio masse wet end,271.548,,
Réf. recette — déchets de papier ratio masse — ligne papier,80.488,,
Réf. recette — déchets de papier Ratio ratio,73.296,,
Réf. recette — déchets de papier Ratio tour formation,38.719,,
Réf. recette — déchets de papier Ratio wet end,310.389,,
Réf. recette — déchets de papier Ratio — ligne papier,79.112,,
Réf. recette — Fiber ratio,390.473,,
Réf. recette — Fiber ratio (kg/t),375.423,,
Réf. recette — fiber ratio / déchets papier process,409.117,,
Réf. recette — fiber ratio / déchets papier process (kg/t),274.051,,
Réf. recette — fiber ratio / déchets papier process kg/t papier,255.334,,
Réf. recette — fiber ratio / déchets papier process machine PM,50.854,,
Réf. recette — fiber ratio / déchets papier process ratio,2.227,,
Réf. recette — fiber ratio / déchets papier process tour formation,125.714,,
Réf. recette — fiber ratio / déchets papier process wet end,294.562,,
Réf. recette — fiber ratio / déchets papier process — ligne papier,473.96,,
Réf. recette — fiber ratio déchets papier,261.815,,
Réf. recette — fiber ratio déchets papier (kg/t),243.407,,
Réf. recette — fiber ratio déchets papier kg/t papier,92.782,,
Réf. recette — fiber ratio déchets papier machine PM,30.406,,
Réf. recette — fiber ratio déchets papier ratio,304.938,,
Réf. recette — fiber ratio déchets papier tour formation,375.076,,
Réf. recette — fiber ratio déchets papier wet end,244.529,,
Réf. recette — fiber ratio déchets papier — ligne papier,148.557,,
Réf. recette — Fiber ratio global 1.1,106.172,,
Réf. recette — Fiber ratio global 1.1 (kg/t),28.912,,
Réf. recette — Fiber ratio global 1.1 kg/t papier,438.971,,
Réf. recette — Fiber ratio global 1.1 machine PM,113.666,,
Réf. recette — Fiber ratio global 1.1 ratio,94.914,,
Réf. recette — Fiber ratio global 1.1 tour formation,478.802,,
Réf. recette — Fiber ratio global 1.1 wet end,246.548,,
